study_time_hours,attendance_percent,previous_grade,study_efficiency,study_time_x_previous_grade,attendance_x_sleep,final_grade
5.3,92.8,62.1,491.84,329.13,566.0799999999999,4
1.4,92.9,93.7,130.06,131.18,408.76000000000005,3
6.1,54.8,83.0,334.28,506.29999999999995,252.07999999999996,3
4.4,74.8,60.3,329.12,265.32,501.15999999999997,2
2.7,81.3,90.7,219.51000000000002,244.89000000000001,560.97,4
1.5,69.3,81.6,103.94999999999999,122.39999999999999,436.59,1
3.4,89.6,66.1,304.64,224.73999999999998,439.04,3
3.1,75.0,75.3,232.5,233.43,585.0,3
4.5,74.6,72.6,335.7,326.7,373.0,3
5.2,83.7,65.5,435.24,340.6,569.16,4
4.9,83.2,84.1,407.68000000000006,412.09,457.6,4
3.8,89.1,71.2,338.58,270.56,498.9599999999999,2
4.7,96.6,83.0,454.02,390.1,772.8,4
6.0,92.3,74.8,553.8,448.79999999999995,646.1,4
2.8,95.6,65.0,267.67999999999995,182.0,659.64,3
6.0,94.5,61.3,567.0,367.79999999999995,822.15,4
4.2,75.0,77.8,315.0,326.76,397.5,3
3.4,78.9,88.7,268.26,301.58,512.85,4
2.3,82.9,74.9,190.67,172.27,613.46,3
4.1,100.0,64.6,409.99999999999994,264.85999999999996,850.0,4
4.5,75.4,69.1,339.3,310.95,708.7600000000001,2
0.8,91.2,64.0,72.96000000000001,51.2,583.6800000000001,2
4.6,85.4,82.8,392.84,380.87999999999994,563.64,3
4.3,100.0,80.0,430.0,344.0,690.0,4
5.9,91.9,60.4,542.21,356.36,726.0100000000001,4
1.8,90.5,60.0,162.9,108.0,696.85,3
5.3,100.0,67.7,530.0,358.81,730.0,4
2.3,86.1,44.5,198.02999999999997,102.35,654.3599999999999,3
3.7,100.0,65.0,370.0,240.5,890.0,3
3.8,78.6,80.2,298.67999999999995,304.76,503.03999999999996,4
4.2,93.9,82.3,394.38000000000005,345.66,638.52,4
7.2,76.3,81.5,549.36,586.8000000000001,442.53999999999996,4
1.3,76.7,62.3,99.71000000000001,80.99,452.53000000000003,2
3.1,77.8,54.8,241.18,169.88,583.5,3
2.7,94.4,77.9,254.88000000000002,210.33000000000004,585.2800000000001,2
2.2,94.0,62.0,206.8,136.4,573.4,1
2.5,80.3,62.2,200.75,155.5,505.89,1
4.0,78.5,79.2,314.0,316.8,604.45,3
3.8,93.0,65.3,353.4,248.14,799.8,3
3.1,80.3,55.7,248.93,172.67000000000002,618.31,2
3.3,92.5,54.5,305.25,179.85,564.25,2
2.7,97.4,87.6,262.98,236.52,574.6600000000001,3
1.0,67.3,79.3,67.3,79.3,383.61,1
4.2,68.8,50.5,288.96,212.10000000000002,426.56,2
3.1,91.5,67.3,283.65000000000003,208.63,704.5500000000001,3
3.9,83.5,90.3,325.65,352.16999999999996,693.0500000000001,3
3.7,92.0,65.9,340.40000000000003,243.83000000000004,699.1999999999999,4
2.9,82.3,53.2,238.67,154.28,650.17,3
3.3,79.2,60.6,261.36,199.98,617.76,2
3.6,72.8,49.6,262.08,178.56,560.56,1
2.5,88.6,71.5,221.5,178.75,691.0799999999999,2
4.1,91.6,89.1,375.55999999999995,365.30999999999995,815.24,4
6.0,72.5,75.5,435.0,453.0,369.75,4
4.0,90.1,69.9,360.4,279.6,819.91,3
4.0,96.3,70.4,385.2,281.6,548.91,4
2.8,80.5,72.4,225.39999999999998,202.72,466.9,2
3.4,92.3,51.5,313.82,175.1,452.27000000000004,3
1.0,97.2,61.4,97.2,61.4,680.4,3
4.5,77.0,81.6,346.5,367.2,361.90000000000003,4
3.0,92.1,93.2,276.29999999999995,279.6,561.81,3
3.3,100.0,83.9,330.0,276.87,780.0,4
2.8,95.0,74.7,266.0,209.16,836.0000000000001,3
5.8,83.6,67.6,484.87999999999994,392.0799999999999,593.56,4
3.2,82.3,78.7,263.36,251.84000000000003,650.17,4
2.6,90.4,65.6,235.04000000000002,170.56,632.8000000000001,3
3.9,83.1,54.3,324.09,211.76999999999998,590.0099999999999,3
2.5,84.7,90.1,211.75,225.25,271.04,3
3.8,75.6,63.7,287.28,242.06,695.5199999999999,2
2.6,98.0,86.2,254.8,224.12,715.4,3
5.4,100.0,83.3,540.0,449.82,570.0,4
4.7,76.7,71.8,360.49,337.46,444.86,3
4.0,89.2,72.3,356.8,289.2,758.2,3
3.5,96.9,51.0,339.15000000000003,178.5,591.09,3
3.8,94.5,70.7,359.09999999999997,268.66,557.5500000000001,3
3.7,67.7,48.5,250.49,179.45000000000002,392.66,2
1.7,95.6,57.3,162.51999999999998,97.41,592.72,1
1.4,96.1,75.7,134.54,105.98,768.8,2
4.4,77.6,91.0,341.44,400.40000000000003,481.12,3
2.0,87.4,63.9,174.8,127.8,585.58,1
3.2,78.5,54.6,251.20000000000002,174.72000000000003,557.35,3
4.3,80.7,98.4,347.01,423.12,637.5300000000001,4
1.9,100.0,52.3,190.0,99.36999999999999,720.0,2
5.4,80.7,76.7,435.78000000000003,414.18000000000006,524.5500000000001,4
2.4,91.3,71.1,219.11999999999998,170.64,839.9599999999999,2
0.5,76.0,62.5,38.0,31.25,592.8,0
3.4,69.0,65.7,234.6,223.38,414.0,2
3.8,78.4,66.3,297.92,251.93999999999997,705.6,2
5.0,82.3,100.0,411.5,500.0,740.6999999999999,4
5.1,67.3,58.8,343.22999999999996,299.87999999999994,444.17999999999995,2
4.2,97.4,76.8,409.08000000000004,322.56,857.1200000000001,4
4.3,72.1,54.5,310.03,234.35,598.43,3
4.3,92.8,59.7,399.03999999999996,256.71,528.96,3
4.0,87.9,82.6,351.6,330.4,562.5600000000001,3
3.9,84.5,84.3,329.55,328.77,405.59999999999997,2
5.3,76.9,70.4,407.57,373.12,507.54,3
5.6,86.6,81.9,484.9599999999999,458.64,710.1199999999999,4
3.2,82.8,80.4,264.96,257.28000000000003,604.4399999999999,3
2.1,81.3,45.4,170.73,95.34,723.57,2
3.0,93.8,70.4,281.4,211.20000000000002,665.9799999999999,3
5.2,82.5,59.7,429.0,310.44,585.75,4
3.0,70.6,69.3,211.79999999999998,207.89999999999998,310.64,2
2.5,82.7,55.0,206.75,137.5,595.44,0
3.7,81.8,74.8,302.66,276.76,638.04,2
3.3,97.8,70.4,322.73999999999995,232.32,743.28,3
2.5,85.2,60.1,213.0,150.25,281.15999999999997,3
1.7,83.5,59.2,141.95,100.64,475.95,0
0.5,85.7,82.9,42.85,41.45,479.91999999999996,2
2.6,87.8,68.6,228.28,178.35999999999999,544.36,4
2.4,92.8,59.8,222.72,143.51999999999998,566.0799999999999,2
2.8,83.3,61.5,233.23999999999998,172.2,574.77,1
4.9,83.6,75.7,409.64,370.93000000000006,484.87999999999994,4
2.6,80.9,72.1,210.34000000000003,187.45999999999998,598.6600000000001,2
3.0,69.2,78.4,207.60000000000002,235.20000000000002,325.24,2
3.9,91.9,91.4,358.41,356.46000000000004,551.4000000000001,4
3.4,93.6,77.5,318.23999999999995,263.5,664.56,3
4.3,85.1,84.7,365.92999999999995,364.21,357.42,4
5.9,84.0,62.5,495.6,368.75,562.8000000000001,4
6.0,99.1,64.9,594.5999999999999,389.40000000000003,644.15,4
5.6,65.3,85.5,365.67999999999995,478.79999999999995,483.22,4
4.5,82.1,46.7,369.45,210.15,623.9599999999999,3
4.2,78.2,79.8,328.44,335.16,445.74,3
5.5,87.9,65.3,483.45000000000005,359.15,536.19,3
1.9,93.7,81.1,178.03,154.08999999999997,637.16,3
4.5,78.5,73.2,353.25,329.40000000000003,557.35,3
3.9,63.5,83.4,247.65,325.26,469.90000000000003,3
4.8,60.8,65.0,291.84,312.0,346.56,3
3.3,96.3,70.2,317.78999999999996,231.66,780.03,3
2.0,90.9,86.7,181.8,173.4,818.1,4
3.2,76.8,66.6,245.76,213.12,591.36,3
4.5,84.8,80.5,381.59999999999997,362.25,627.52,4
1.1,100.0,72.9,110.00000000000001,80.19000000000001,730.0,3
2.1,90.1,69.5,189.21,145.95000000000002,603.67,1
3.8,83.1,75.7,315.78,287.66,664.8,3
5.0,97.8,64.5,489.0,322.5,821.52,4
2.8,75.4,60.5,211.12,169.39999999999998,618.28,2
5.3,72.5,74.6,384.25,395.37999999999994,522.0,4
5.1,70.4,57.1,359.04,291.21,450.56000000000006,2
4.1,77.7,52.1,318.57,213.60999999999999,481.74,2
5.9,100.0,89.8,590.0,529.82,730.0,4
2.0,62.9,53.5,125.8,107.0,371.11,1
3.7,90.9,82.7,336.33000000000004,305.99,409.05,3
2.7,71.5,91.3,193.05,246.51000000000002,636.35,4
0.5,93.2,83.9,46.6,41.95,521.92,1
1.4,100.0,70.0,140.0,98.0,560.0,2
6.3,100.0,75.5,630.0,475.65,570.0,4
1.5,84.2,54.1,126.30000000000001,81.15,505.20000000000005,2
4.5,90.1,58.4,405.45,262.8,504.55999999999995,4
5.8,100.0,65.2,580.0,378.16,530.0,4
3.5,79.6,74.9,278.59999999999997,262.15000000000003,636.8,4
5.4,69.2,52.4,373.68000000000006,282.96000000000004,546.6800000000001,2
2.7,76.0,52.1,205.20000000000002,140.67000000000002,486.40000000000003,2
4.9,76.4,60.7,374.36000000000007,297.43000000000006,664.68,3
4.0,63.6,67.4,254.4,269.6,502.44000000000005,1
6.1,95.7,78.5,583.77,478.84999999999997,784.74,4
3.4,92.2,80.9,313.48,275.06,636.1800000000001,3
4.8,89.7,46.6,430.56,223.68,565.11,2
3.6,85.7,43.4,308.52000000000004,156.24,539.91,1
7.3,85.8,56.0,626.3399999999999,408.8,677.82,4
0.5,83.9,94.7,41.95,47.35,662.8100000000001,3
4.1,76.3,73.6,312.83,301.75999999999993,450.17,4
3.9,79.6,78.2,310.44,304.98,716.4,3
4.4,93.5,85.3,411.40000000000003,375.32,729.3,4
1.2,75.8,45.0,90.96,54.0,538.18,0
1.0,68.9,77.6,68.9,77.6,344.5,0
3.8,100.0,49.3,380.0,187.33999999999997,720.0,3
4.5,92.4,90.7,415.8,408.15000000000003,776.1600000000001,4
4.0,79.7,67.4,318.8,269.6,573.84,3
5.8,96.0,53.5,556.8,310.3,835.1999999999999,3
1.4,94.3,75.3,132.01999999999998,105.41999999999999,735.54,2
3.6,76.0,85.4,273.6,307.44000000000005,554.8,4
2.7,73.0,55.3,197.10000000000002,149.31,554.8,1
6.0,78.1,70.5,468.59999999999997,423.0,585.75,3
2.5,94.7,81.4,236.75,203.5,577.67,4
4.0,87.0,64.0,348.0,256.0,626.4,4
1.6,74.3,66.8,118.88,106.88,542.39,3
4.4,71.5,48.8,314.6,214.72,471.9,2
5.0,86.9,100.0,434.5,500.0,425.81000000000006,4
1.4,76.8,76.6,107.52,107.23999999999998,491.52,0
4.6,100.0,37.5,459.99999999999994,172.5,580.0,3
3.8,70.9,45.6,269.42,173.28,553.02,1
2.7,99.1,69.4,267.57,187.38000000000002,663.97,3
4.5,81.3,60.6,365.84999999999997,272.7,813.0,4
2.4,87.2,62.9,209.28,150.95999999999998,531.92,1
3.4,84.2,58.0,286.28000000000003,197.2,698.8600000000001,2
3.7,87.7,86.2,324.49,318.94,631.44,3
4.5,84.7,56.1,381.15000000000003,252.45000000000002,296.45,1
1.9,85.2,62.5,161.88,118.75,511.20000000000005,2
4.5,66.2,63.3,297.90000000000003,284.84999999999997,331.0,2
2.7,83.7,72.3,225.99,195.21,544.0500000000001,2
1.7,73.2,67.9,124.44,115.43,527.0400000000001,1
3.6,92.2,60.2,331.92,216.72000000000003,599.3000000000001,2
3.2,69.8,43.1,223.36,137.92000000000002,607.2599999999999,2
2.6,79.4,55.8,206.44000000000003,145.07999999999998,643.14,2
5.9,100.0,61.3,590.0,361.67,730.0,4
1.2,88.8,64.3,106.55999999999999,77.16,612.72,1
2.0,83.2,71.5,166.4,143.0,648.96,3
5.7,100.0,65.3,570.0,372.21,600.0,4
0.7,84.0,72.2,58.8,50.54,613.1999999999999,2
2.6,100.0,66.2,260.0,172.12,480.0,4
6.4,83.6,69.3,535.04,443.52,576.84,4
1.9,87.1,64.8,165.48999999999998,123.11999999999999,592.28,3
3.8,94.8,82.1,360.23999999999995,311.97999999999996,673.0799999999999,4
4.0,93.2,62.3,372.8,249.2,699.0,4
3.0,91.4,76.6,274.20000000000005,229.79999999999998,575.82,3
1.9,69.0,34.5,131.1,65.55,414.0,0
4.2,78.4,84.5,329.28000000000003,354.90000000000003,352.8,3
1.5,89.6,51.3,134.39999999999998,76.94999999999999,770.56,1
3.3,96.4,90.1,318.12,297.33,723.0,4
4.6,70.3,69.5,323.37999999999994,319.7,456.95,1
6.7,88.4,82.2,592.2800000000001,550.74,627.64,4
2.9,96.5,84.4,279.84999999999997,244.76000000000002,704.4499999999999,2
4.0,97.6,49.4,390.4,197.6,751.52,4
4.6,96.9,66.1,445.74,304.05999999999995,406.98,4
3.7,74.1,67.0,274.17,247.9,622.4399999999999,2
3.6,84.0,76.2,302.40000000000003,274.32,411.6,3
1.3,67.2,79.0,87.36000000000001,102.7,490.56,3
4.2,78.4,75.4,329.28000000000003,316.68000000000006,509.6,4
5.8,83.3,73.0,483.14,423.4,591.43,3
4.1,72.6,53.9,297.65999999999997,220.98999999999998,544.5,2
2.1,100.0,68.4,210.0,143.64000000000001,750.0,2
4.8,90.2,67.8,432.96,325.44,622.38,4
5.2,100.0,68.2,520.0,354.64000000000004,620.0,2
3.5,68.2,63.3,238.70000000000002,221.54999999999998,491.04,1
2.1,87.3,70.3,183.33,147.63,497.61,2
3.4,79.0,59.5,268.59999999999997,202.29999999999998,450.3,2
3.1,67.3,78.1,208.63,242.10999999999999,551.8599999999999,3
1.9,100.0,56.8,190.0,107.91999999999999,650.0,1
4.7,90.5,89.3,425.35,419.71,633.5,4
0.5,93.4,60.0,46.7,30.0,700.5,1
4.8,97.6,60.9,468.47999999999996,292.32,439.2,4
1.8,100.0,71.7,180.0,129.06,530.0,3
4.0,83.7,70.5,334.8,282.0,627.75,3
1.5,91.8,63.5,137.7,95.25,798.6599999999999,2
3.0,78.5,69.1,235.5,207.29999999999998,400.34999999999997,2
2.5,73.1,79.2,182.75,198.0,402.04999999999995,2
0.5,80.2,66.8,40.1,33.4,521.3000000000001,2
4.3,85.0,58.8,365.5,252.83999999999997,518.5,4
